'hood	108659519
acid precipitation	114541231
acid rain	114541231
acid rock	107079602
acid test	105755440
acid value	113602801
acid-base balance	113447153
acid-base equilibrium	113447153
acid-base indicator	114633376
acid-fast	301778736
acid-forming	300025746
acid-loving	300026819
acid-tasting	302404395
acid-wash	201540059
acidemia	114044224
acidic	300025351 302377903
acidic hydrogen	114665068
acidification	113447411
acidify	200265761 202201136
acidimetric	302611981
acidimetry	100649162
acidity	105001060 105046680 105724908
acidophil	101351974
acidophile	101351974
acidophilic	300027008
acidophilous	300027008
acidophilus	101382939
acidophilus milk	107861547
acidosis	114043071
acidotic	302612091
acidulate	202201136
acidulent	302377903
acidulous	302377903
acidulousness	105724908
aciduric	300027008
acinar	302612205 302612357
acinic	302612357
acinonyx	102132842
acinonyx jubatus	102132960
acinos	112860169
acinos arvensis	112860334
acinose	302612357
acinous	302612357
acinus	105524017 113158932
acipenser	102643083
acipenser huso	102643487
acipenser transmontanus	102643256
acipenseridae	102642723
ack-ack	102718623
ack-ack gun	102718623
ackee	107778716
acknowledge	200594278 200742454 200818972 200893988 200894219 201060995
acknowledgeable	301275719
acknowledged	300027360 301924863
acknowledgement	106641368 114435385
acknowledgment	106641368 106776392 114435385
aclant	108191894
aclinic line	108507541
acme	108695539 113963489
acne	114245594
acne rosacea	114245834
acne vulgaris	114246023
acned	300247031
acneiform	302612607
acnidosporidia	101428458
acocanthera	111788711
acocanthera oblongifolia	111788974
acocanthera oppositifolia	111789285
acocanthera spectabilis	111788974
acocanthera venenata	111789285
acokanthera	111788711
acold	301254902
acolyte	109782772
aconcagua	109210101
aconite	111743451
aconitum	111743238
aconitum lycoctonum	111743921
aconitum napellus	111743696
acoraceae	111801216
acorea	114045324
acores	109007715
acorn	112288194
acorn barnacle	102001395
acorn cup	112288448
acorn squash	107733155 112181374
acorn tube	102678739
acorn-shaped	302152249
acorus	111801058
acorus calamus	111801399
acousma	114401235
acoustic	102678841 302879771
acoustic aphasia	114121375
acoustic buoy	107281147
acoustic delay line	102678951
acoustic device	102679115
acoustic gramophone	103457211
acoustic guitar	102679420
acoustic impedance	111524896
acoustic meatus	105256010
acoustic modem	102679524
acoustic nerve	105487155
acoustic phenomenon	111445515
acoustic power	105108128
acoustic projection	111532764
acoustic radiation pressure	105108243
acoustic reactance	111524896
acoustic resistance	111524896
acoustic spectrum	111531132
acoustic storage	102679659
acoustic wave	107361824
acoustical	302879771
acoustically	400135653
acoustician	109783091
acousticophobia	114407632
acoustics	106104381
acquaint	200834439 200875857 200902866
acquaintance	105825271 109783207 113953278
acquaintanceship	113953278
acquainted	300969083
acquiesce	200805801
acquiescence	107190226 114436566
acquiescent	301617155
acquirable	300185132
acquire	200094214 200525762 200546637 200599310 202215637 202293158 202701220
acquired	301318624
acquired hemochromatosis	114230870
acquired immune deficiency syndrome	114151264
acquired immunity	114551795
acquired reflex	100865904
acquired taste	107513694
acquirement	105645403
acquirer	108436120 108436311 108436519 109783624
acquiring	100042637
acquisition	100078239 105645403 105760541 113274154
acquisition agreement	106539701
acquisitive	300029456
acquisitiveness	104953255
acquit	200905999 202523827
acquittal	101196376
acquittance	106564805
acquitted	301323426
acragas	108829664
acrasiomycetes	112996742
acre	108811162 108873717 113635023
acre inch	113638911
acre-foot	113638749
acreage	105136135
acres	113267561
acrid	301807340 302407331
acridid	102229473
acrididae	102229250
acridity	104787507 105002278 105725213
acridness	104787507 105002278
acridotheres	101580459
acridotheres tristis	101580582
acrilan	103986205
acrimonious	300117555
acrimony	104650754
acris	101654011
acris crepitans	101654282
acris gryllus	101654419
acritical	300654863
acroanaesthesia	114051773
acroanesthesia	114051773
acrobat	109783804
acrobates	101885013
acrobatic	300032610
acrobatic feat	100439005
acrobatic stunt	100439005
acrobatics	100303687 100435015
acrocarp	111559740
acrocarpous	302600583
acrocarpous moss	111559740
acrocarpus	112510835
acrocarpus fraxinifolius	112510995
acrocentric	303151888
acrocentric chromosome	105452285
acrocephalus	101568121
acrocephalus schoenobaenus	101568240
acrocephaly	114187672
acroclinium	111937655
acroclinium roseum	111937876
acrocomia	112604277
acrocomia aculeata	112604603
acrocomia vinifera	112604429
acrocyanosis	114326875
acrodont	101327557
acrogen	111556820
acrogenic	302612851
acrogenous	302612851
acrolein	115022857
acromegalia	114391888
acromegalic	302148249
acromegaly	114391888
acromial process	105287864
acromicria	114045407
acromikria	114045407
acromion	105287864
acromphalus	114045539
acromyotonia	114569150
acronym	107106330
acronymic	302870430
acronymous	302870430
acropetal	300031787
acrophobia	114406171
acrophobic	300078919
acrophony	107245456
acropolis	102679792
acropora	101920075
acroscopic	300002730
acrosome	105465371
across	400274275 400274382
across the board	400151983
across the country	400409125
across the nation	400409125
across-the-board	300528239
acrostic	106377575 106799066
acrostichum	113226899
acrostichum aureum	113227076
acrylamide	114735525
acrylate	115022988
acrylate resin	114617851
acrylic	102679882 102679990 114617851 114990133
acrylic acid	115023089
acrylic fiber	114990133
acrylic paint	102679990
acrylic resin	114617851
acrylonitrile	115023244
acrylonitrile-butadiene-styrene	114616208
act	100030657 106544086 106905066 107022756 107027143 200010428 200013608 201098310 201723161 201723780 201725433 202372362 202424173 202531113 202750852
act as	200013608 202677402
act involuntarily	200010234
act of god	107329950
act of terrorism	100761047
act on	202381520 202381722
act out	201726324 201726522
act reflexively	200010234
act superior	202599707
act up	202126987 202523321
act upon	202542223
actable	300799340
actaea	111744124
actaea alba	111744832
actaea rubra	111744578
acth	105415456
actias	102305505
actias luna	102305621
actifed	102680086
actin	114755513
actinal	301670069
actinaria	101917056
acting	100549363 301760678
acting out	106901012 107027710
actinia	101917471 101917602
actinian	101917471
actiniaria	101917056
actiniarian	101917471
actinic	303051511
actinic dermatitis	114246167
actinic keratosis	114251858
actinic radiation	111441515
actinic ray	111441515
actinide	114608290
actinide series	114649288
actinidia	112391519
actinidia arguta	112391719
actinidia chinensis	112391956
actinidia deliciosa	112391956
actinidia polygama	112392221
actinidiaceae	112391359
actiniopteris	113227336
actinism	104924469
actinium	114651833
actinoid	114608290 302383125
actinolite	114749396
actinomeris	112050948
actinomeris alternifolia	112051377
actinometer	102680290
actinometric	302613061
actinometrical	302613061
actinometry	100999979
actinomorphic	302382917
actinomorphous	302382917
actinomyces	101378401
actinomycetaceae	101378101
actinomycetal	302613201
actinomycetales	101377630
actinomycete	101377845
actinomycetous	302613201
actinomycin	102680456
actinomycosis	114277584
actinomycotic	302613368
actinomyxidia	101429646
actinomyxidian	101429784
actinon	114608290
actinopod	101393107
actinopoda	101392928
actinotherapy	100706833
actinozoa	101916479
actinozoan	101916804
action	100038116 100577488 100955074 101184392 101184802 102680572 104843181 106385136 113540166 114030430 201644397 202588127
action at law	101184392
action mechanism	102680572
action officer	109784155
action painting	102671377
action plant	111775788
action potential	107322926
action replay	101022059
action spectrum	111441732
actionable	301373791
actitis	102029452
actitis hypoleucos	102029602
actitis macularia	102029729
actium	101270950 108804013
activase	104448416
activate	200191014 200191218 200191331 200191717 201647199
activated	300035037 300042912 301935325 301960827
activated carbon	114820529
activated charcoal	114820529
activating	101048908 300323836
activating agent	114747586
activation	100237688 101048908 113447549
activation energy	111441936
activator	114747240
active	109784323 113825370 114800963 300032087 300034823 300035578 300037570 300038863 300040548 300041583 300041840 300042258 300042677 300043630 300930614 301519363 301664870
active agent	114800963
active air defense	100962506
active application	106582696
active birth	113447764
active citizen	109784541
active immunity	114551155
active matrix screen	102680864
active placebo	102681028
active site	108640835
active transport	113447899
active trust	113382123
active voice	113825370
actively	400079883
activeness	104642461 114030430
activewear	104292941
activism	105910447
activist	110335495 300039235
activistic	300039235
activity	100408356 104642461 113461236 113540166 114030430 114554805
actomyosin	114753916
actor	109784701 109786620
actor's agent	109787015
actor's assistant	110052807
actor's line	107023937
actress	109787123
acts	106454075
acts of the apostles	106454075
actual	300043985 300669833 301939967 301940178 302470192
actual damages	113312379
actual eviction	101197201
actual possession	100811547
actual sin	100758690
actualisation	100933662
actualise	200989902 201648288
actuality	113978104
actualization	100933662
actualize	200989902 201648288
actually	400150196 400150568 400150802 400151061
actuarial	302950879
actuarial table	108283463
actuary	110672393
actuate	201647199 201653541
actuated	301563034
actuating	300323836
actuation	100045991
actuator	102681238
actus reus	100734044
acuate	301815474
acuity	105628251 105663412
acular	103617768
aculea	101903626
aculeate	302613486
aculeated	302613486
aculeus	101903732 113110179
acumen	105629591 113110286
acuminate	200393929 302174842
acuminate leaf	113178582
acupressure	100711591
acupuncture	100711408
acute	106835460 300044980 300653922 300806846 301748764 301815474 301817105
acute accent	106835460
acute angle	113914630
acute anterior poliomyelitis	114163658
acute brain disorder	114078244
acute gastritis	114370011
acute glaucoma	114279018
acute glossitis	114370450
acute hemorrhagic encephalitis	114366147
acute inclusion body encephalitis	114366467
acute kidney failure	114138368
acute leukemia	114266750
acute lymphoblastic leukemia	114266875
acute lymphocytic leukemia	114266875
acute myelocytic leukemia	114267131
acute myeloid leukemia	114267131
acute organic brain syndrome	114078244
acute pyelonephritis	114590057
acute renal failure	114138368
acute schizophrenic episode	114423729
acute triangle	113902473
acute-angled triangle	113902473
acutely	400141793 400274018 400386914 400505194
acuteness	104712884 105628251 105661172
acyclic	300680581 300681144
acyclovir	102681382
acyl	114618888
acyl anhydrides	114832787
acyl group	114618888
acyl halide	114832922
acylation	113448121
acylglycerol	114909239
ad	107263469 400001885
ad agency	108370839
ad blitz	100800620
ad campaign	100800620
ad hoc	301107222 301802880 400252456
ad hominem	301772338
ad infinitum	400088265
ad interim	400089037
ad lib	400089143
ad libitum	400089143
ad nauseam	400252542
ad val	400252635
ad valorem	400252635
ad valorem tax	113337744
ad-lib	106727636 201732719 301851375 302221226
ada	114731522
ada-scid	114152705
adactylia	114176285
adactylism	114176285
adactylous	302613652
adactyly	114176285
adad	109538162
adage	107168546
adagio	100527296 107061862 300986072 400266490
adalia	102168406 109063314
adalia bipunctata	102168529
adam	102681592 109609728 110827649
adam smith	111325253
adam's apple	105537929 111796980
adam's needle	112503932
adam's needle-and-thread	112503932
adam's peak	109210491
adam-and-eve	112065983
adamance	104871024
adamant	114858733 301028427
adamantine	301028427 301154749 302613736
adamantly	400178660
adams	109210304 110827804 110827957 110828143
adams-stokes syndrome	114385998
adana	109062950
adansonia	112210137
adansonia digitata	112210504
adansonia gregorii	112210296
adapa	109538266
adapid	102498841
adapid group	102498841
adapin	103234608
adapt	200150107 200300361
adaptability	104666447
adaptable	301030878
adaptation	100194255 106420422 113448251
adaptational	300046691
adaptative	300046329
adapted	301544805
adapter	102681751 109829330
adaption	113448251
adaptive	300046329
adaptive radiation	107454645
adaptor	102681751
adar	115240276
adar sheni	115240489
adaxial	300002527
adaxially	400515130
add	114079762 200182551 200642490 200951320 201029183 202329474 202751047
add on	200183902 201331387
add to	200157155
add together	200642490 200951320
add up	200951320 202625692 202633444 202651091
add-in	103037971
add-on	102674051 102682269 106578832
addable	300048926
addax	102423782
addax nasomaculatus	102423782
addend	113750928
addendum	106411274
adder	101755226 102681996 109788176
adder's fern	113194780
adder's tongue	112981138
adder's tongue fern	112981138
addible	300048926
addict	109788253 109788499 201167606
